dataset,exact_gp_nlpd_mean,exact_gp_nlpd_std,exact_gp_crps_mean,exact_gp_crps_std,exact_gp_sigma_mean,exact_gp_sigma_std,exact_gp_loo_nlpd_mean,exact_gp_loo_nlpd_std,exact_gp_loo_crps_mean,exact_gp_loo_crps_std,exact_gp_loo_sigma_mean,exact_gp_loo_sigma_std,pro_gp_cv_nlpd_mean,pro_gp_cv_nlpd_std,pro_gp_cv_crps_mean,pro_gp_cv_crps_std,pro_gp_cv_sigma_mean,pro_gp_cv_sigma_std,pro_gp_cv_adapted_nlpd_mean,pro_gp_cv_adapted_nlpd_std,pro_gp_cv_adapted_crps_mean,pro_gp_cv_adapted_crps_std,pro_gp_cv_adapted_sigma_mean,pro_gp_cv_adapted_sigma_std,pro_gp_cv_loo_nlpd_mean,pro_gp_cv_loo_nlpd_std,pro_gp_cv_loo_crps_mean,pro_gp_cv_loo_crps_std,pro_gp_cv_loo_sigma_mean,pro_gp_cv_loo_sigma_std,pro_gp_cv_loo_adapted_nlpd_mean,pro_gp_cv_loo_adapted_nlpd_std,pro_gp_cv_loo_adapted_crps_mean,pro_gp_cv_loo_adapted_crps_std,pro_gp_cv_loo_adapted_sigma_mean,pro_gp_cv_loo_adapted_sigma_std
autompg,0.3713026132774154,0.12878761998550098,0.18512923326713582,0.016672335656881185,0.29619884214766207,0.017589593692962147,0.38947267074538916,0.12151808529755638,0.19042268236266224,0.02138923709493385,0.25940669532578775,0.010748218409708004,0.22417698257616653,0.10400285635501766,0.176879311180812,0.009592874374232842,0.18514370674985958,0.011706809386576379,0.2242995222070067,0.12154107176519217,0.17541519922339746,0.008957609961903252,0.19266160848508668,0.016101773427738466,0.2188737549061314,0.0499903151766669,0.1818974012085587,0.007613074798305391,0.1774280399817246,0.011982291761735759,0.23747148907154741,0.08801077451553903,0.1805670231337758,0.007731671884766113,0.169964372573809,0.016905579709060276
forest,1.4391749380089902,0.08988320581190132,0.5561877733575289,0.04225194320903948,0.4258957266871091,0.06202027524264407,1.4385168679478277,0.07930054972828196,0.559509450170316,0.044568940451630124,0.5079691959864444,0.0794634294292619,1.4123651020110455,0.07158876328056361,0.5535924893188918,0.042312903389870656,0.43588390232324115,0.062020298216250734,1.411950914454853,0.10347890681833644,0.5522416930234018,0.046183653761029245,0.4358838189053139,0.062020295642573116,1.4248761089207522,0.06652663955549319,0.5571354533599782,0.04248393628934044,0.5179574009104062,0.0794634425476422,1.4163615405873298,0.10080690246421002,0.5547984106358778,0.04695924610259865,0.5179574037995196,0.07946344755288791
